ch,CF,PW,BW,ID,offset,exponent,error,r_squared,sub_id,timestamp,nr_intepolated_channels,nr_dropped_ica,nr_retained_epochs,nr_retained_ica
E1,5.702802013463228,0.9946091800794203,2.9420023889616136,0,-8.94227693824278,0.7453745304634282,0.06266986636399502,0.9515371891531123,119,2024-06-26 01:57:57.091510,0,6,78,22
E1,26.06183975065022,0.4967352003318801,5.999999999999999,0,-8.94227693824278,0.7453745304634282,0.06266986636399502,0.9515371891531123,119,2024-06-26 01:57:57.091510,0,6,78,22
E1,33.661215824938026,0.32056268532811494,5.999999999999997,0,-8.94227693824278,0.7453745304634282,0.06266986636399502,0.9515371891531123,119,2024-06-26 01:57:57.091510,0,6,78,22
E2,5.779374411296328,0.951925637340306,2.506010755870772,1,-8.971273360675838,0.8129105559062064,0.06750719010913231,0.9493726957483515,119,2024-06-26 01:57:57.091510,0,6,78,22
E2,25.5845957679913,0.5674583624146514,5.999999999999999,1,-8.971273360675838,0.8129105559062064,0.06750719010913231,0.9493726957483515,119,2024-06-26 01:57:57.091510,0,6,78,22
E3,5.370501431018512,0.9981616363394892,3.5346596895275817,2,-9.69476431948692,0.22230517884025056,0.07328192912955754,0.9051243247546406,119,2024-06-26 01:57:57.091510,0,6,78,22
E3,21.394131972660265,0.38632235914631075,3.0647026166119358,2,-9.69476431948692,0.22230517884025056,0.07328192912955754,0.9051243247546406,119,2024-06-26 01:57:57.091510,0,6,78,22
E3,25.426935162744897,0.5576051810522777,5.742477045628619,2,-9.69476431948692,0.22230517884025056,0.07328192912955754,0.9051243247546406,119,2024-06-26 01:57:57.091510,0,6,78,22
E4,5.5284154742753095,0.9631319850018691,2.933575990096405,3,-9.58294581980918,0.4570890029004937,0.0810989544637781,0.9077286731617416,119,2024-06-26 01:57:57.091510,0,6,78,22
E4,25.179874189327126,0.6106389872949674,5.939477879570143,3,-9.58294581980918,0.4570890029004937,0.0810989544637781,0.9077286731617416,119,2024-06-26 01:57:57.091510,0,6,78,22
E5,5.708275697660619,0.9505629086772256,2.5513582950258527,4,-9.289537089248203,0.9508757591236997,0.07641314756606897,0.9564196788124978,119,2024-06-26 01:57:57.091510,0,6,78,22
E5,25.931001423829926,0.765298816854429,5.58489061602523,4,-9.289537089248203,0.9508757591236997,0.07641314756606897,0.9564196788124978,119,2024-06-26 01:57:57.091510,0,6,78,22
E6,5.712465178149772,0.8832859814361331,2.453223611738308,5,-9.330155366209434,1.0254358757178268,0.06846561215962976,0.9670886758698275,119,2024-06-26 01:57:57.091510,0,6,78,22
E6,26.141586740279458,0.821022383794709,5.581073234388291,5,-9.330155366209434,1.0254358757178268,0.06846561215962976,0.9670886758698275,119,2024-06-26 01:57:57.091510,0,6,78,22
E7,5.5881302381380324,0.8043288603142713,1.9396462184753296,6,-9.320392822920509,1.199459143721434,0.037096559992889536,0.9897189403244258,119,2024-06-26 01:57:57.091510,0,6,78,22
E7,8.419308935447187,0.17658929050108974,3.743923581534055,6,-9.320392822920509,1.199459143721434,0.037096559992889536,0.9897189403244258,119,2024-06-26 01:57:57.091510,0,6,78,22
E7,25.1493763560956,0.8579025101693603,3.8299720805622335,6,-9.320392822920509,1.199459143721434,0.037096559992889536,0.9897189403244258,119,2024-06-26 01:57:57.091510,0,6,78,22
E7,28.504540470290486,0.5432734897093514,4.897454387119236,6,-9.320392822920509,1.199459143721434,0.037096559992889536,0.9897189403244258,119,2024-06-26 01:57:57.091510,0,6,78,22
E8,5.3119193225362284,0.7793288982804416,1.52418933850266,7,-9.560828000302948,1.2217773819814985,0.03435318687114413,0.9918214515253757,119,2024-06-26 01:57:57.091510,0,6,78,22
E8,6.7878460811275785,0.4477716378287333,2.152226143452584,7,-9.560828000302948,1.2217773819814985,0.03435318687114413,0.9918214515253757,119,2024-06-26 01:57:57.091510,0,6,78,22
E8,9.937826871331549,0.14807444954941218,2.3709990730586994,7,-9.560828000302948,1.2217773819814985,0.03435318687114413,0.9918214515253757,119,2024-06-26 01:57:57.091510,0,6,78,22
E8,25.432191863049685,0.7313873879136352,3.4550985276233606,7,-9.560828000302948,1.2217773819814985,0.03435318687114413,0.9918214515253757,119,2024-06-26 01:57:57.091510,0,6,78,22
E8,28.480476579876857,0.4688592929120645,4.952579812613646,7,-9.560828000302948,1.2217773819814985,0.03435318687114413,0.9918214515253757,119,2024-06-26 01:57:57.091510,0,6,78,22
E9,5.541684049939033,0.685382159242863,1.9393004721259124,8,-10.220498270169282,1.0278765931873854,0.03213811042686923,0.9903731539440466,119,2024-06-26 01:57:57.091510,0,6,78,22
E9,8.115764007968735,0.2051270526659721,3.291073179333071,8,-10.220498270169282,1.0278765931873854,0.03213811042686923,0.9903731539440466,119,2024-06-26 01:57:57.091510,0,6,78,22
E9,26.8519123492049,0.4041384777959518,4.626214260080552,8,-10.220498270169282,1.0278765931873854,0.03213811042686923,0.9903731539440466,119,2024-06-26 01:57:57.091510,0,6,78,22
E10,5.8040027821925495,0.9332976011594241,2.601982205149872,9,-8.890351798381811,0.9389550450555267,0.06766172382249461,0.9495598040178465,119,2024-06-26 01:57:57.091510,0,6,78,22
E10,26.305415212269594,0.6083386783695435,5.999999999999999,9,-8.890351798381811,0.9389550450555267,0.06766172382249461,0.9495598040178465,119,2024-06-26 01:57:57.091510,0,6,78,22
E10,35.528359554833024,0.35859963840577613,5.999999999999999,9,-8.890351798381811,0.9389550450555267,0.06766172382249461,0.9495598040178465,119,2024-06-26 01:57:57.091510,0,6,78,22
E11,5.077419684302484,0.9647668574221395,4.321915339632199,10,-9.829524764611214,0.07011258570696721,0.06525372301890624,0.9220043126710777,119,2024-06-26 01:57:57.091510,0,6,78,22
E11,25.57479373897887,0.5809736236306655,5.999999999999999,10,-9.829524764611214,0.07011258570696721,0.06525372301890624,0.9220043126710777,119,2024-06-26 01:57:57.091510,0,6,78,22
E12,4.862001881719367,1.0882021627488392,4.4464775200307765,11,-10.326716076539563,-0.23917067796472863,0.07194255299058008,0.8910730058896736,119,2024-06-26 01:57:57.091510,0,6,78,22
